Date	Price	Open	High	Low	Vol.	Change %
09/15/2025	6.2531	6.28	6.3006	6.2475		-0.48%
09-12-25	6.2834	6.3239	6.3349	6.2673		-0.65%
09-11-25	6.3247	6.3255	6.3424	6.3064		-0.01%
09-10-25	6.3255	6.3691	6.3711	6.3213		-0.68%
09-09-25	6.3689	6.3751	6.3869	6.356		-0.11%
09-08-25	6.3756	6.3435	6.398	6.3341		0.50%
09-05-25	6.344	6.3458	6.3723	6.3107		-0.02%
09-04-25	6.3453	6.357	6.3706	6.3359		-0.19%
09-03-25	6.3574	6.3612	6.3821	6.3397		-0.07%
09-02-25	6.3617	6.3706	6.3963	6.3225		-0.15%
09-01-25	6.3711	6.3488	6.3796	6.3415		0.40%
08/29/2025	6.3459	6.3236	6.3599	6.2864		0.35%
08/28/2025	6.3236	6.3066	6.3349	6.3005		0.29%
08/27/2025	6.3055	6.3233	6.3281	6.2867		-0.28%
08/26/2025	6.3229	6.288	6.3515	6.2768		0.56%
08/25/2025	6.288	6.3543	6.3611	6.2807		-1.03%
08/22/2025	6.3535	6.3496	6.3737	6.3315		0.07%
08/21/2025	6.3493	6.3886	6.4039	6.3484		-0.61%
08/20/2025	6.3883	6.4103	6.4156	6.3685		-0.35%
08/19/2025	6.4108	6.3398	6.4152	6.3281		1.12%
08/18/2025	6.3396	6.318	6.3446	6.3005		0.34%
08/15/2025	6.318	6.3091	6.3271	6.2962		0.15%
08/14/2025	6.3086	6.3199	6.3217	6.2928		-0.18%
08/13/2025	6.3201	6.2914	6.338	6.2894		0.46%
08-12-25	6.2909	6.3216	6.3291	6.2829		-0.49%
08-11-25	6.3219	6.3249	6.3448	6.3073		-0.05%
08-08-25	6.3252	6.3268	6.3465	6.2984		-0.03%
08-07-25	6.3268	6.3698	6.3878	6.3109		-0.69%
08-06-25	6.371	6.3738	6.397	6.349		-0.07%
08-05-25	6.3752	6.3622	6.3869	6.3377		0.20%
08-04-25	6.3626	6.4131	6.4233	6.3605		-0.90%
08-01-25	6.4207	6.3942	6.4436	6.379		0.41%
07/31/2025	6.3945	6.3512	6.4211	6.3215		0.66%
07/30/2025	6.3523	6.4361	6.46	6.3452		-1.31%
07/29/2025	6.4365	6.4771	6.4828	6.4149		-0.62%
07/28/2025	6.4768	6.5325	6.5464	6.4742		-0.85%
07/25/2025	6.5324	6.4861	6.5428	6.468		0.71%
07/24/2025	6.4861	6.4998	6.523	6.4745		-0.21%
07/23/2025	6.4995	6.5419	6.5445	6.4889		-0.65%
07/22/2025	6.5421	6.511	6.5484	6.4975		0.48%
07/21/2025	6.511	6.4885	6.5468	6.4779		0.38%
07/18/2025	6.4862	6.4329	6.5061	6.4258		0.88%
07/17/2025	6.4298	6.4796	6.4961	6.4195		-0.77%
07/16/2025	6.4796	6.4462	6.5218	6.4397		0.51%
07/15/2025	6.4468	6.52	6.5353	6.4428		-1.12%
07/14/2025	6.5197	6.4838	6.5257	6.4749		0.33%
07-11-25	6.4984	6.4726	6.5394	6.4535		0.40%
07-10-25	6.4727	6.5347	6.5921	6.4582		-0.98%
07-09-25	6.5369	6.3873	6.5665	6.368		2.35%
07-08-25	6.387	6.4256	6.4592	6.3734		-0.60%
07-07-25	6.4256	6.3855	6.4272	6.3546		0.62%
07-04-25	6.3857	6.3593	6.3921	6.3538		0.42%
07-03-25	6.359	6.4	6.4128	6.3463		-0.64%
07-02-25	6.4	6.4449	6.4788	6.3881		-0.70%
07-01-25	6.4449	6.4034	6.4477	6.3915		0.64%
06/30/2025	6.4037	6.4175	6.4493	6.3817		-0.40%
06/27/2025	6.4291	6.4188	6.4523	6.4001		0.12%
06/26/2025	6.4213	6.4867	6.5261	6.4209		-1.01%
06/25/2025	6.487	6.3984	6.4886	6.387		1.38%
06/24/2025	6.3984	6.3633	6.4209	6.3579		0.55%
06/23/2025	6.3633	6.3525	6.3807	6.3138		0.17%
06/20/2025	6.3526	6.3126	6.3725	6.2986		0.63%
06/19/2025	6.3126	6.3048	6.3156	6.2826		0.12%
06/18/2025	6.305	6.3139	6.3419	6.2974		-0.14%
06/17/2025	6.3139	6.3498	6.3712	6.3025		-0.57%
06/16/2025	6.3498	6.392	6.4239	6.3382		-0.86%
06/13/2025	6.4046	6.4152	6.4407	6.362		-0.17%
06-12-25	6.4152	6.3605	6.4444	6.3582		0.87%
06-11-25	6.3599	6.3698	6.3828	6.3423		-0.14%
06-10-25	6.3688	6.3486	6.3742	6.3218		0.31%
06-09-25	6.3492	6.3389	6.3814	6.3327		0.23%
06-06-25	6.3349	6.3966	6.3994	6.3321		-0.97%
06-05-25	6.3969	6.4357	6.4434	6.3818		-0.60%
06-04-25	6.4358	6.4124	6.4547	6.3854		0.37%
06-03-25	6.4121	6.4909	6.5001	6.3988		-1.22%
06-02-25	6.4915	6.4951	6.5466	6.4634		-0.04%
05/30/2025	6.4941	6.444	6.5146	6.3971		0.78%
05/29/2025	6.444	6.4254	6.4499	6.3782		0.30%
05/28/2025	6.4246	6.392	6.459	6.3684		0.51%
05/27/2025	6.3923	6.4562	6.4662	6.3853		-0.99%
05/26/2025	6.4562	6.4175	6.4638	6.4126		0.60%
05/23/2025	6.4176	6.4482	6.5078	6.4122		-0.47%
05/22/2025	6.448	6.3979	6.4488	6.3001		0.79%
05/21/2025	6.3973	6.3955	6.4404	6.3835		0.03%
05/20/2025	6.3955	6.3513	6.4073	6.3335		0.65%
05/19/2025	6.3544	6.3228	6.4119	6.3228		0.51%
05/16/2025	6.3222	6.3576	6.3982	6.3109		-0.56%
05/15/2025	6.3576	6.3002	6.3652	6.2863		0.90%
05/14/2025	6.3009	6.2734	6.3181	6.2692		0.44%
05/13/2025	6.2734	6.2921	6.3083	6.2557		-0.30%
05-12-25	6.292	6.3385	6.3526	6.2552		-1.09%
05-09-25	6.3614	6.3567	6.3935	6.3398		0.07%
05-08-25	6.3567	6.4948	6.5135	6.3527		-2.13%
05-07-25	6.4951	6.4967	6.5332	6.4696		-0.03%
05-06-25	6.4973	6.4356	6.5151	6.4156		0.95%
05-05-25	6.4363	6.3945	6.4405	6.3872		0.71%
05-02-25	6.3911	6.4067	6.443	6.3786		-0.24%
05-01-25	6.4067	6.4286	6.4361	6.3917		-0.34%
04/30/2025	6.4286	6.3998	6.4597	6.3773		0.45%
04/29/2025	6.3998	6.4587	6.4594	6.3977		-0.91%
04/28/2025	6.4587	6.4635	6.4886	6.4171		-0.02%
04/25/2025	6.4599	6.473	6.4816	6.4281		-0.20%
04/24/2025	6.473	6.4604	6.501	6.4297		0.20%
04/23/2025	6.4604	6.5384	6.5451	6.4236		-1.20%
04/22/2025	6.5388	6.6869	6.706	6.5324		-2.18%
04/21/2025	6.6847	6.616	6.7214	6.6119		1.06%
04/18/2025	6.6144	6.6012	6.6198	6.5981		0.25%
04/17/2025	6.5982	6.6871	6.6939	6.5822		-1.32%
04/16/2025	6.6865	6.6419	6.7224	6.637		0.70%
04/15/2025	6.6399	6.6429	6.675	6.6105		-0.08%
04/14/2025	6.645	6.6216	6.7017	6.5841		-0.26%
04-11-25	6.6624	6.5909	6.7533	6.5811		1.10%
04-10-25	6.5901	6.3759	6.6816	6.3676		3.37%
04-09-25	6.3751	6.587	6.7525	6.3757		-3.19%
04-08-25	6.5855	6.4493	6.5901	6.4162		2.12%
04-07-25	6.4485	6.4028	6.4798	6.3602		0.75%
04-04-25	6.4005	6.222	6.4107	6.1756		2.90%
04-03-25	6.22	6.1459	6.315	6.1218		1.23%
04-02-25	6.1447	6.1326	6.2026	6.1168		0.22%
04-01-25	6.1315	6.1719	6.1892	6.1239		-0.64%
03/31/2025	6.1708	6.2326	6.2552	6.1646		-1.06%
03/28/2025	6.2368	6.2065	6.2622	6.1808		0.51%
03/27/2025	6.2054	6.1685	6.2238	6.1556		0.62%
03/26/2025	6.1672	6.1509	6.1986	6.1427		0.28%
03/25/2025	6.1497	6.2272	6.2424	6.1389		-1.22%
03/24/2025	6.2258	6.196	6.2515	6.1745		0.51%
03/21/2025	6.1944	6.1644	6.2097	6.1405		0.51%
03/20/2025	6.163	6.1598	6.1681	6.1184		0.09%
03/19/2025	6.1574	6.2069	6.2103	6.142		-0.77%
03/18/2025	6.2052	6.2085	6.2392	6.1807		-0.03%
03/17/2025	6.207	6.2494	6.2696	6.1892		-0.58%
03/14/2025	6.2429	6.2948	6.3383	6.212		-0.80%
03/13/2025	6.2931	6.3137	6.3306	6.2841		-0.29%
03-12-25	6.3115	6.3449	6.3658	6.2962		-0.51%
03-11-25	6.3437	6.3438	6.3949	6.3411		0.00%
03-10-25	6.344	6.2739	6.3559	6.257		1.20%
03-07-25	6.2689	6.2163	6.2906	6.2146		0.86%
03-06-25	6.2152	6.1937	6.2576	6.1879		0.38%
03-05-25	6.1917	6.254	6.3426	6.1898		-0.97%
03-04-25	6.2524	6.1723	6.255	6.1625		1.32%
03-03-25	6.1712	6.1102	6.1819	6.1099		1.07%
02/28/2025	6.1059	6.0736	6.1364	6.0617		0.56%
02/27/2025	6.072	6.0852	6.1043	6.0534		-0.19%
02/26/2025	6.0838	6.0349	6.1019	6.0136		0.83%
02/25/2025	6.034	6.0495	6.1007	6.0346		-0.23%
02/24/2025	6.0478	5.9932	6.0517	5.9756		0.89%
02/21/2025	5.9945	5.9891	5.9987	5.9519		0.11%
02/20/2025	5.988	5.9632	5.9938	5.9383		0.43%
02/19/2025	5.9623	5.9418	5.982	5.9257		0.33%
02/18/2025	5.9424	5.9903	5.9921	5.9293		-0.77%
02/17/2025	5.9884	5.9837	5.9976	5.9637		0.07%
02/14/2025	5.9843	6.0352	6.0487	5.9749		-0.83%
02/13/2025	6.0345	5.9885	6.0378	5.9812		0.83%
02-12-25	5.9851	5.9718	6.0062	5.9514		0.24%
02-11-25	5.971	5.9657	5.9948	5.9517		0.11%
02-10-25	5.9645	5.9997	6.0104	5.9485		-0.52%
02-07-25	5.9956	5.9832	6.0041	5.9418		0.24%
02-06-25	5.9812	6.0306	6.0401	5.9642		-0.82%
02-05-25	6.0304	5.9715	6.0612	5.9691		1.00%
02-04-25	5.9709	6.007	6.0209	5.9649		-0.59%
02-03-25	6.0063	6.0526	6.0557	5.9646		-0.76%
01/31/2025	6.0524	6.1039	6.1235	6.0299		-0.83%
01/30/2025	6.1031	6.1031	6.1807	6.0855		0.01%
01/29/2025	6.1023	6.1098	6.1305	6.0728		-0.09%
01/28/2025	6.1078	6.1834	6.1845	6.1059		-1.20%
01/27/2025	6.1819	6.1985	6.2603	6.1792		-0.33%
01/24/2025	6.2023	6.1712	6.2304	6.1483		0.52%
01/23/2025	6.1702	6.1847	6.2116	6.1287		-0.21%
01/22/2025	6.1833	6.2811	6.3012	6.1636		-1.54%
01/21/2025	6.2803	6.2829	6.2942	6.2382		-0.01%
01/20/2025	6.2812	6.2385	6.3028	6.2324		0.74%
01/17/2025	6.2349	6.2313	6.2659	6.2058		0.08%
01/16/2025	6.2302	6.1837	6.252	6.1565		0.76%
01/15/2025	6.1835	6.2425	6.2598	6.1814		-0.93%
01/14/2025	6.2418	6.2443	6.2644	6.1974		-0.02%
01/13/2025	6.2431	6.253	6.2611	6.1921		-0.18%
01-10-25	6.2543	6.2173	6.3111	6.2058		0.61%
01-09-25	6.2163	6.3005	6.3134	6.2132		-1.32%
01-08-25	6.2997	6.3088	6.3373	6.2682		-0.13%
01-07-25	6.3078	6.3544	6.3822	6.2776		-0.72%
01-06-25	6.3537	6.3728	6.4494	6.328		-0.26%
01-03-25	6.3701	6.3151	6.3869	6.3112		0.88%
01-02-25	6.3143	6.4033	6.4337	6.3044		-1.39%
01-01-25	6.4035	6.4033	6.4074	6.4012		0.02%
12/31/2024	6.4023	6.4296	6.4406	6.3974		-0.42%
12/30/2024	6.4292	6.4653	6.5033	6.4005		-0.49%
12/27/2024	6.461	6.4448	6.4913	6.4317		0.27%
12/26/2024	6.4437	6.4405	6.4461	6.3952		0.05%
12/25/2024	6.4407	6.438	6.4486	6.4374		0.07%
12/24/2024	6.4364	6.4453	6.4489	6.4288		-0.13%
12/23/2024	6.4448	6.3414	6.4578	6.3146		1.55%
12/20/2024	6.3464	6.3763	6.3985	6.287		-0.45%
12/19/2024	6.3752	6.5121	6.5561	6.331		-2.09%
12/18/2024	6.511	6.4056	6.541	6.3965		1.68%
12/17/2024	6.4033	6.4629	6.5258	6.3593		-0.90%
12/16/2024	6.4614	6.3502	6.466	6.3247		1.83%
12/13/2024	6.3452	6.2724	6.3787	6.2677		1.18%
12-12-24	6.2713	6.2498	6.3516	6.1618		0.38%
12-11-24	6.2478	6.3643	6.3815	6.2341		-1.81%
12-10-24	6.363	6.4162	6.425	6.3358		-0.80%
12-09-24	6.4143	6.4366	6.4466	6.3809		-0.33%
12-06-24	6.4353	6.3644	6.4392	6.3414		1.13%
12-05-24	6.3636	6.3501	6.3721	6.2986		0.23%
12-04-24	6.349	6.3527	6.3835	6.3326		-0.04%
12-03-24	6.3516	6.3601	6.4168	6.3404		-0.12%
12-02-24	6.3591	6.318	6.3966	6.2691		0.68%
11/29/2024	6.3164	6.3493	6.4597	6.2931		-0.48%
11/28/2024	6.3468	6.2746	6.3572	6.2512		1.18%
11/27/2024	6.2726	6.0935	6.2761	6.0871		2.96%
11/26/2024	6.0924	6.0852	6.1265	6.0451		0.13%
11/25/2024	6.0847	6.0739	6.1125	6.0529		0.66%
11/22/2024	6.0446	6.0908	6.104	6.0084		-0.74%
11/21/2024	6.0894	6.0851	6.1377	6.0694		0.06%
11/20/2024	6.0859	6.1125	6.1255	6.0664		-0.44%
11/19/2024	6.1127	6.0924	6.1331	6.049		0.37%
11/18/2024	6.0904	6.1089	6.1263	6.0648		-0.29%
11/15/2024	6.1082	6.0975	6.1392	6.0923		0.20%
11/14/2024	6.0958	6.1341	6.1378	6.083		-0.61%
11/13/2024	6.133	6.1077	6.1533	6.089		0.42%
11-12-24	6.1072	6.1326	6.1535	6.1052		-0.41%
11-11-24	6.1323	6.1475	6.1936	6.1145		-0.28%
11-08-24	6.1496	6.1508	6.2209	6.1258		-0.01%
11-07-24	6.15	6.0939	6.1833	6.0768		0.94%
11-06-24	6.0928	6.2867	6.2904	6.0858		-3.07%
11-05-24	6.2856	6.3024	6.3316	6.2738		-0.22%
11-04-24	6.2995	6.3578	6.4062	6.2689		-0.89%
11-01-24	6.356	6.2988	6.3685	6.2745		0.93%
10/31/2024	6.2977	6.2569	6.3005	6.249		0.66%
10/30/2024	6.2563	6.2325	6.2805	6.2284		0.40%
10/29/2024	6.2316	6.174	6.2362	6.1506		0.95%
10/28/2024	6.1732	6.1613	6.1922	6.1491		0.22%
10/25/2024	6.1599	6.1332	6.1774	6.1279		0.44%
10/24/2024	6.1327	6.1362	6.1838	6.1268		0.00%
10/23/2024	6.1327	6.1445	6.1789	6.1248		-0.16%
10/22/2024	6.1428	6.1586	6.1822	6.1336		-0.25%
10/21/2024	6.158	6.1828	6.2277	6.1502		-0.42%
10/18/2024	6.1841	6.1253	6.1955	6.1068		0.97%
10/17/2024	6.1245	6.1535	6.1801	6.1213		-0.46%
10/16/2024	6.153	6.1544	6.2072	6.1314		0.00%
10/15/2024	6.1531	6.1028	6.1706	6.0835		0.85%
10/14/2024	6.1012	6.1262	6.1663	6.0665		-0.61%
10-11-24	6.1385	6.1055	6.1826	6.0824		0.57%
10-10-24	6.104	6.1199	6.1319	6.0851		-0.25%
10-09-24	6.1194	6.0782	6.1251	6.0595		0.69%
10-08-24	6.0773	6.0264	6.0817	6.0244		0.87%
10-07-24	6.0247	5.9887	6.0281	5.9503		0.61%
10-04-24	5.988	6.0424	6.07	5.9741		-0.86%
10-03-24	6.0399	6.0106	6.0782	5.9971		0.51%
10-02-24	6.0093	6.0177	6.0492	5.9819		-0.14%
10-01-24	6.0175	6.0686	6.0738	6.0135		-0.83%
09/30/2024	6.0677	6.067	6.1166	6.0489		0.05%
09/27/2024	6.0647	6.0778	6.1127	6.0497		-0.20%
09/26/2024	6.077	6.0987	6.1135	6.0291		-0.33%
09/25/2024	6.0974	6.0996	6.1455	6.0892		-0.02%
09/24/2024	6.0984	6.1537	6.1721	6.0703		-0.87%
09/23/2024	6.152	6.1509	6.2285	6.1072		0.02%
09/20/2024	6.1506	6.0574	6.1686	6.0459		1.56%
09/19/2024	6.0563	6.0725	6.1048	6.0096		-0.26%
09/18/2024	6.0718	6.0939	6.114	6.0465		-0.34%
09/17/2024	6.0927	6.1351	6.1424	6.0908		-0.67%
09/16/2024	6.1337	6.1672	6.2085	6.1162		-0.47%
09/13/2024	6.1627	6.2333	6.2467	6.1427		-1.11%
09-12-24	6.232	6.2356	6.2673	6.2123		-0.04%
09-11-24	6.2342	6.2364	6.2611	6.1776		-0.01%
09-10-24	6.2348	6.163	6.254	6.1414		1.19%
09-09-24	6.1616	6.2067	6.2305	6.1567		-0.71%
09-06-24	6.2054	6.1933	6.2147	6.1433		0.20%
09-05-24	6.1928	6.2509	6.2689	6.1837		-0.92%
09-04-24	6.2501	6.2353	6.2622	6.2091		0.26%
09-03-24	6.2342	6.2187	6.244	6.1631		0.24%
09-02-24	6.2194	6.2003	6.2625	6.1972		0.35%
08/30/2024	6.1977	6.2329	6.2972	6.1701		-0.56%
08/29/2024	6.2326	6.1878	6.2625	6.1594		0.73%
08/28/2024	6.1876	6.1617	6.1943	6.1234		0.44%
08/27/2024	6.1604	6.1338	6.1718	6.1109		0.44%
08/26/2024	6.1332	6.1406	6.1585	6.1079		-0.10%
08/23/2024	6.1392	6.2063	6.2345	6.1255		-1.05%
08/22/2024	6.2043	6.1172	6.2178	6.0929		1.44%
08/21/2024	6.1161	6.0978	6.1444	6.0658		0.31%
08/20/2024	6.097	5.9999	6.108	5.9846		1.63%
08/19/2024	5.9993	6.0349	6.0472	5.956		-0.64%
08/16/2024	6.0382	6.0162	6.041	5.9759		0.38%
08/15/2024	6.0151	6.0276	6.0325	5.9784		-0.20%
08/14/2024	6.0269	5.996	6.0461	5.9819		0.54%
08/13/2024	5.9943	6.0102	6.0264	5.9816		-0.25%
08-12-24	6.0092	6.0125	6.0371	5.9768		-0.03%
08-09-24	6.0108	6.0592	6.0641	5.9956		-0.79%
08-08-24	6.0587	6.1544	6.181	6.0538		-1.53%
08-07-24	6.153	6.1902	6.1902	6.1112		-0.58%
08-06-24	6.1889	6.2698	6.2758	6.1511		-1.27%
08-05-24	6.2687	6.2568	6.4321	6.2394		0.32%
08-02-24	6.2485	6.2038	6.2914	6.2016		0.73%
08-01-24	6.203	6.1175	6.2073	6.0872		1.42%
07/31/2024	6.1161	6.0703	6.1621	6.0649		0.77%
07/30/2024	6.0695	6.0775	6.1206	6.0684		-0.10%
07/29/2024	6.0758	6.1532	6.1597	6.0732		-1.04%
07/26/2024	6.1398	6.1224	6.16	6.1014		0.31%
07/25/2024	6.1206	6.1294	6.1725	6.1013		-0.11%
07/24/2024	6.1274	6.0631	6.1372	6.0467		1.12%
07/23/2024	6.0598	6.0763	6.0896	6.0292		-0.24%
07/22/2024	6.0743	6.1061	6.1186	6.0241		-0.19%
07/19/2024	6.0859	6.0434	6.1035	6.0139		0.72%
07/18/2024	6.0424	5.9968	6.0924	5.9886		0.78%
07/17/2024	5.9958	5.9172	6.0024	5.9104		1.36%
07/16/2024	5.9155	5.9327	5.9472	5.8815		-0.27%
07/15/2024	5.9316	5.9219	5.9731	5.9083		0.19%
07-12-24	5.9203	5.9102	5.9585	5.8948		0.18%
07-11-24	5.9099	5.8653	5.9275	5.8363		0.79%
07-10-24	5.8638	5.8637	5.8736	5.8149		0.02%
07-09-24	5.8625	5.9239	5.9282	5.8507		-0.96%
07-08-24	5.9195	5.9176	5.9577	5.8976		0.07%
07-05-24	5.9156	5.9352	5.9883	5.9117		-0.31%
07-04-24	5.9338	5.9941	6.0057	5.9011		-0.97%
07-03-24	5.9918	6.0999	6.1105	5.9809		-1.78%
07-02-24	6.1001	6.0806	6.1234	6.039		0.36%
07-01-24	6.078	5.9999	6.084	5.9743		1.45%
06/28/2024	5.9912	5.8892	5.9991	5.8678		1.75%
06/27/2024	5.8881	5.8955	5.9305	5.8697		-0.10%
06/26/2024	5.8942	5.8403	5.9023	5.8218		0.94%
06/25/2024	5.8395	5.7892	5.8474	5.7741		0.90%
06/24/2024	5.7876	5.8032	5.8351	5.7738		-0.31%
06/21/2024	5.8054	5.8313	5.8478	5.7937		-0.42%
06/20/2024	5.8297	5.8418	5.857	5.7709		-0.19%
06/19/2024	5.8406	5.8383	5.8924	5.8341		0.06%
06/18/2024	5.8371	5.8179	5.8429	5.7933		0.34%
06/17/2024	5.8173	5.7537	5.829	5.7451		1.14%
06/14/2024	5.752	5.7593	5.7652	5.7102		-0.10%
06/13/2024	5.7578	5.852	5.8527	5.7571		-1.56%
06-12-24	5.8491	5.7642	5.8821	5.7602		1.47%
06-11-24	5.7645	5.7645	5.7709	5.7208		0.02%
06-10-24	5.7633	5.7807	5.7926	5.7165		-0.16%
06-07-24	5.7724	5.7251	5.7782	5.6909		0.87%
06-06-24	5.7227	5.7572	5.7781	5.7066		-0.57%
06-05-24	5.7556	5.7516	5.7693	5.7186		0.09%
06-04-24	5.7502	5.7215	5.7642	5.6982		0.53%
06-03-24	5.72	5.688	5.7223	5.6769		0.61%
05/31/2024	5.6853	5.6368	5.7097	5.6255		0.89%
05/30/2024	5.6353	5.6203	5.6438	5.6128		0.31%
05/29/2024	5.6179	5.604	5.6375	5.5883		0.28%
05/28/2024	5.6024	5.6158	5.634	5.5829		-0.22%
05/27/2024	5.6145	5.6093	5.6284	5.5936		0.21%
05/24/2024	5.6025	5.5634	5.6163	5.5588		0.72%
05/23/2024	5.5624	5.5746	5.5969	5.5619		-0.19%
05/22/2024	5.5731	5.5603	5.5962	5.5437		0.26%
05/21/2024	5.5589	5.5413	5.5634	5.5177		0.35%
05/20/2024	5.5396	5.5486	5.5701	5.5304		-0.14%
05/17/2024	5.5471	5.5736	5.5759	5.5445		-0.45%
05/16/2024	5.5724	5.5925	5.5966	5.5455		-0.32%
05/15/2024	5.5904	5.5508	5.6016	5.5444		0.74%
05/14/2024	5.5495	5.5574	5.5696	5.5354		-0.13%
05/13/2024	5.557	5.5565	5.5749	5.5345		0.03%
05-10-24	5.5551	5.5445	5.5616	5.5156		0.22%
05-09-24	5.5427	5.4714	5.5743	5.4592		1.32%
05-08-24	5.4707	5.4533	5.4904	5.4462		0.33%
05-07-24	5.4525	5.4675	5.4781	5.44		-0.24%
05-06-24	5.4656	5.458	5.4929	5.4514		0.16%
05-03-24	5.4567	5.4826	5.5097	5.4471		-0.46%
05-02-24	5.4819	5.5633	5.5726	5.4529		-1.45%
05-01-24	5.5623	5.5393	5.575	5.5311		0.44%
04/30/2024	5.5382	5.4901	5.5497	5.4707		0.93%
04/29/2024	5.4869	5.4721	5.4928	5.4608		0.33%
04/26/2024	5.4691	5.5384	5.5484	5.464		-1.22%
04/25/2024	5.5364	5.507	5.547	5.4858		0.58%
04/24/2024	5.5044	5.4857	5.5305	5.4773		0.37%
04/23/2024	5.4843	5.5071	5.5363	5.4796		-0.38%
04/22/2024	5.505	5.5493	5.5574	5.5007		-0.69%
04/19/2024	5.543	5.5869	5.6227	5.5232		-0.76%
04/18/2024	5.5857	5.5956	5.6198	5.5732		-0.14%
04/17/2024	5.5937	5.61	5.6301	5.5603		-0.26%
04/16/2024	5.6085	5.5086	5.6216	5.4972		1.84%
04/15/2024	5.5071	5.4429	5.5451	5.4384		1.12%
04-12-24	5.446	5.4619	5.4752	5.4167		-0.26%
04-11-24	5.4603	5.4527	5.4652	5.4325		0.19%
04-10-24	5.4501	5.4384	5.4637	5.4246		0.24%
04-09-24	5.4373	5.4591	5.4688	5.4276		-0.37%
04-08-24	5.4576	5.4906	5.4945	5.4534		-0.56%
04-05-24	5.4885	5.4769	5.4985	5.4421		0.23%
04-04-24	5.4758	5.4594	5.4816	5.4377		0.29%
04-03-24	5.4601	5.4486	5.5004	5.4471		0.26%
04-02-24	5.446	5.431	5.4508	5.399		0.30%
04-01-24	5.4298	5.4121	5.4455	5.4025		0.33%
03/29/2024	5.412	5.41	5.4197	5.4001		0.09%
03/28/2024	5.4074	5.4	5.4142	5.3692		0.16%
03/27/2024	5.3985	5.3962	5.4029	5.3788		0.08%
03/26/2024	5.3942	5.3923	5.4142	5.3889		0.06%
03/25/2024	5.391	5.406	5.4226	5.3877		-0.21%
03/22/2024	5.4022	5.4066	5.4187	5.3777		-0.07%
03/21/2024	5.4062	5.4265	5.4352	5.3952		-0.38%
03/20/2024	5.4268	5.4658	5.4718	5.422		-0.70%
03/19/2024	5.4652	5.4646	5.4847	5.4413		0.04%
03/18/2024	5.463	5.4401	5.4788	5.4324		0.46%
03/15/2024	5.4379	5.4307	5.4494	5.4254		0.16%
03/14/2024	5.4291	5.4412	5.4462	5.4153		-0.19%
03/13/2024	5.4397	5.4332	5.457	5.4269		0.18%
03-12-24	5.4301	5.4384	5.4575	5.4204		-0.15%
03-11-24	5.438	5.4514	5.4669	5.417		-0.17%
03-08-24	5.4473	5.4034	5.4683	5.3923		0.84%
03-07-24	5.4019	5.3886	5.4047	5.3646		0.26%
03-06-24	5.3881	5.3836	5.396	5.3646		0.11%
03-05-24	5.382	5.3696	5.3895	5.3622		0.26%
03-04-24	5.3682	5.3702	5.3821	5.3613		-0.01%
03-01-24	5.3688	5.3714	5.3801	5.3552		-0.04%
02/29/2024	5.3708	5.3833	5.4146	5.366		-0.22%
02/28/2024	5.3828	5.3513	5.393	5.3266		0.61%
02/27/2024	5.3499	5.403	5.4118	5.3477		-0.98%
02/26/2024	5.4027	5.4039	5.4225	5.3927		-0.02%
02/23/2024	5.4037	5.3698	5.409	5.3675		0.65%
02/22/2024	5.3687	5.3391	5.3772	5.3388		0.55%
02/21/2024	5.3391	5.3246	5.3474	5.3137		0.30%
02/20/2024	5.3232	5.343	5.3619	5.3229		-0.34%
02/19/2024	5.3415	5.3541	5.3614	5.3311		-0.18%
02/16/2024	5.3509	5.3566	5.3633	5.3396		-0.11%
02/15/2024	5.3566	5.3307	5.362	5.3235		0.50%
02/14/2024	5.3302	5.3052	5.343	5.2977		0.50%
02/13/2024	5.3038	5.3356	5.348	5.3005		-0.58%
02-12-24	5.335	5.3421	5.3533	5.328		-0.07%
02-09-24	5.3389	5.3815	5.3847	5.3388		-0.75%
02-08-24	5.3794	5.3526	5.3871	5.345		0.52%
02-07-24	5.3516	5.3386	5.358	5.3341		0.26%
02-06-24	5.3376	5.3563	5.3664	5.3183		-0.32%
02-05-24	5.3548	5.3601	5.3852	5.3368		-0.09%
02-02-24	5.3595	5.3454	5.3706	5.335		0.29%
02-01-24	5.344	5.3562	5.3763	5.3193		-0.24%
01/31/2024	5.3567	5.3705	5.3889	5.3426		-0.24%
01/30/2024	5.3695	5.3646	5.3968	5.3485		0.10%
01/29/2024	5.3643	5.3341	5.3658	5.3079		0.54%
01/26/2024	5.3357	5.3315	5.3516	5.3165		0.06%
01/25/2024	5.3324	5.3706	5.3783	5.3216		-0.68%
01/24/2024	5.3691	5.3773	5.4041	5.3494		-0.07%
01/23/2024	5.3731	5.4302	5.4469	5.3616		-1.02%
01/22/2024	5.4287	5.3711	5.4366	5.3609		1.03%
01/19/2024	5.3733	5.3588	5.3815	5.3367		0.29%
01/18/2024	5.3575	5.3707	5.3833	5.3477		-0.23%
01/17/2024	5.3697	5.3569	5.39	5.345		0.25%
01/16/2024	5.3563	5.3253	5.3635	5.2863		0.61%
01/15/2024	5.3238	5.3184	5.3474	5.3003		0.17%
01-12-24	5.3145	5.3446	5.3515	5.3013		-0.52%
01-11-24	5.3424	5.3674	5.3772	5.3249		-0.44%
01-10-24	5.3658	5.3611	5.3765	5.3387		0.12%
01-09-24	5.3594	5.3342	5.3661	5.3227		0.51%
