Date	Price	Open	High	Low	Vol.	Change %
06-07-22	5.21	5.1291	5.2687	5.1073	226.16K	1.61%
06-06-22	5.1272	5.1214	5.1431	5.0918	174.50K	0.24%
06-03-22	5.1148	5.1568	5.1747	5.1141	182.36K	-0.75%
06-02-22	5.1537	5.1284	5.1606	5.109	184.64K	0.51%
06-01-22	5.1275	5.0809	5.1324	5.0592	213.16K	0.98%
05/31/2022	5.0776	5.1241	5.1252	5.0321	208.29K	-0.86%
05/30/2022	5.1219	5.0795	5.128	5.0439	152.27K	0.96%
05/27/2022	5.0733	5.1163	5.1351	5.0503	218.96K	-0.77%
05/26/2022	5.1129	5.1551	5.1832	5.0921	210.79K	-0.83%
05/25/2022	5.1558	5.1748	5.187	5.1349	229.42K	-0.33%
05/24/2022	5.1728	5.148	5.212	5.1183	242.48K	0.57%
05/23/2022	5.1434	5.1588	5.2157	5.1044	186.92K	-0.17%
05/20/2022	5.152	5.2208	5.2271	5.1223	235.44K	-1.33%
05/19/2022	5.2212	5.2016	5.2373	5.1361	217.83K	0.41%
05/18/2022	5.1997	5.2102	5.2408	5.1772	181.45K	-0.17%
05/17/2022	5.2088	5.2804	5.3425	5.1961	176.94K	-1.31%
05/16/2022	5.278	5.266	5.3229	5.2405	164.95K	0.19%
05/13/2022	5.2682	5.3289	5.3506	5.2491	163.13K	-1.13%
05-12-22	5.3285	5.4008	5.4231	5.3088	243.82K	-1.32%
05-11-22	5.3998	5.404	5.4405	5.3698	233.74K	-0.03%
05-10-22	5.4015	5.4497	5.4648	5.3833	203.53K	-0.86%
05-09-22	5.4482	5.3592	5.4527	5.3295	199.18K	1.66%
05-06-22	5.3591	5.3021	5.4062	5.2716	243.43K	1.12%
05-05-22	5.2995	5.2265	5.3159	5.1856	233.30K	1.42%
05-04-22	5.2253	5.2157	5.3039	5.1929	193.80K	0.17%
05-03-22	5.2162	5.3429	5.3618	5.2168	179.22K	-2.32%
05-02-22	5.3401	5.246	5.3503	5.2222	176.56K	1.89%
04/29/2022	5.2411	5.1882	5.2534	5.1137	206.21K	1.01%
04/28/2022	5.1886	5.2421	5.2958	5.1838	204.93K	-0.99%
04/27/2022	5.2407	5.3184	5.33	5.2094	245.27K	-1.42%
04/26/2022	5.3163	5.226	5.3253	5.2048	199.19K	1.78%
04/25/2022	5.2233	5.1985	5.2979	5.1337	220.03K	0.95%
04/22/2022	5.1743	5.0099	5.2206	4.9877	161.84K	3.31%
04/21/2022	5.0084	5.0167	5.0555	5.003	85.70K	-0.14%
04/20/2022	5.0152	5.034	5.0711	4.9997	161.76K	-0.38%
04/19/2022	5.0344	5.0184	5.0557	5.0075	159.97K	0.37%
04/18/2022	5.0156	5.0766	5.0872	5.0068	94.58K	-1.17%
04/15/2022	5.075	5.09	5.0936	5.0733	40.00K	-0.26%
04/14/2022	5.0884	5.1077	5.1445	5.0714	166.52K	-0.33%
04/13/2022	5.105	5.0613	5.112	5.0349	152.31K	0.90%
04-12-22	5.0595	5.1098	5.1129	5.0316	144.65K	-0.97%
04-11-22	5.1089	5.1356	5.1651	5.0957	151.23K	0.01%
04-08-22	5.1085	5.1707	5.1973	5.1045	138.89K	-1.18%
04-07-22	5.1697	5.1387	5.2039	5.1223	152.38K	0.62%
04-06-22	5.1377	5.0737	5.1512	5.0589	152.78K	1.33%
04-05-22	5.0705	5.0402	5.11	5.0232	138.81K	0.64%
04-04-22	5.0383	5.1427	5.1505	5.0342	131.69K	-2.13%
04-01-22	5.1479	5.2452	5.2499	5.1389	179.56K	-1.82%
03/31/2022	5.2432	5.3224	5.3365	5.2357	158.00K	-1.45%
03/30/2022	5.3202	5.2748	5.3459	5.2568	158.22K	0.91%
03/29/2022	5.2721	5.2352	5.3155	5.2277	183.92K	0.73%
03/28/2022	5.2337	5.2123	5.2888	5.1895	145.16K	0.51%
03/25/2022	5.2072	5.3083	5.3286	5.1944	139.73K	-1.85%
03/24/2022	5.3054	5.3116	5.3413	5.2352	157.28K	-0.09%
03/23/2022	5.3103	5.4159	5.4237	5.3078	139.24K	-1.92%
03/22/2022	5.4141	5.439	5.4612	5.404	146.22K	-0.40%
03/21/2022	5.4358	5.5566	5.5619	5.4345	150.07K	-2.06%
03/18/2022	5.55	5.5906	5.6048	5.5191	139.47K	-0.67%
03/17/2022	5.5877	5.6024	5.6553	5.5772	158.30K	-0.21%
03/16/2022	5.5995	5.6578	5.689	5.5971	189.78K	-0.97%
03/15/2022	5.6541	5.6019	5.6589	5.5984	154.10K	0.97%
03/14/2022	5.6	5.5535	5.6359	5.5184	155.65K	1.16%
03-11-22	5.5358	5.5047	5.545	5.4869	164.32K	0.59%
03-10-22	5.5036	5.5517	5.6083	5.5039	170.94K	-0.86%
03-09-22	5.5511	5.5173	5.563	5.5008	188.29K	0.66%
03-08-22	5.5148	5.5485	5.5835	5.508	217.31K	-0.58%
03-07-22	5.547	5.5449	5.556	5.4703	199.80K	0.29%
03-04-22	5.5307	5.5697	5.5701	5.5148	185.05K	-0.66%
03-03-22	5.5674	5.6702	5.6735	5.5516	175.91K	-1.83%
03-02-22	5.6712	5.7421	5.7801	5.6576	122.36K	-1.20%
03-01-22	5.7399	5.7887	5.7969	5.7228	89.11K	-0.85%
02/28/2022	5.7889	5.8191	5.8191	5.7432	86.11K	-0.47%
02/25/2022	5.8164	5.7344	5.8263	5.6865	173.55K	1.45%
02/24/2022	5.7333	5.668	5.7646	5.5886	212.92K	1.20%
02/23/2022	5.6655	5.7298	5.7465	5.6474	141.17K	-1.10%
02/22/2022	5.7285	5.7735	5.8023	5.7192	175.43K	-0.76%
02/21/2022	5.7722	5.817	5.852	5.7526	120.21K	-0.78%
02/18/2022	5.8173	5.8768	5.8847	5.7852	146.49K	-0.99%
02/17/2022	5.8752	5.8431	5.8878	5.8163	154.47K	0.57%
02/16/2022	5.8417	5.8612	5.8881	5.8314	152.30K	-0.29%
02/15/2022	5.8586	5.8969	5.9276	5.8583	154.49K	-0.62%
02/14/2022	5.8954	5.9592	5.9727	5.8773	179.67K	-1.11%
02-11-22	5.9613	5.9998	6.0016	5.904	195.84K	-0.62%
02-10-22	5.9987	5.984	6.0151	5.9116	196.59K	0.31%
02-09-22	5.9799	6.0048	6.0542	5.9574	141.86K	-0.38%
02-08-22	6.003	6.0237	6.0351	5.9928	167.68K	-0.33%
02-07-22	6.0226	6.0978	6.1084	6.0024	148.40K	-1.24%
02-04-22	6.0983	6.0448	6.1249	6.0409	172.29K	0.90%
02-03-22	6.0437	5.9493	6.0722	5.9332	155.82K	1.62%
02-02-22	5.9471	5.9348	6.0076	5.9327	110.31K	0.23%
02-01-22	5.9337	5.9592	5.9856	5.9253	128.92K	-0.41%
01/31/2022	5.9581	5.983	6.0151	5.9207	141.25K	-0.38%
01/28/2022	5.9809	6.0266	6.0484	5.9819	151.12K	-0.72%
01/27/2022	6.0245	6.1066	6.109	5.9686	176.75K	-1.31%
01/26/2022	6.1044	6.1525	6.1647	6.0896	158.25K	-0.75%
01/25/2022	6.1508	6.2151	6.2253	6.1346	164.87K	-1.01%
01/24/2022	6.2137	6.1845	6.2551	6.1644	205.86K	0.39%
01/21/2022	6.1896	6.1307	6.2136	6.1244	174.64K	0.99%
01/20/2022	6.129	6.1687	6.1912	6.095	161.27K	-0.63%
01/19/2022	6.1676	6.3025	6.3189	6.168	174.73K	-2.17%
01/18/2022	6.3042	6.2941	6.3215	6.2568	179.96K	0.18%
01/17/2022	6.2927	6.3176	6.3294	6.261	105.99K	-0.38%
01/14/2022	6.317	6.3347	6.3517	6.2867	141.25K	-0.24%
01/13/2022	6.3319	6.3329	6.3676	6.3111	132.69K	0.00%
01-12-22	6.3318	6.3299	6.3661	6.319	140.62K	0.05%
01-11-22	6.3287	6.4143	6.435	6.3249	136.31K	-1.32%
01-10-22	6.4131	6.4008	6.4452	6.3749	116.18K	0.18%
01-07-22	6.4014	6.4188	6.4559	6.3819	114.97K	-0.24%
01-06-22	6.4171	6.4594	6.477	6.4042	146.90K	-0.64%
01-05-22	6.4583	6.4081	6.4735	6.3956	129.61K	0.81%
01-04-22	6.4065	6.4199	6.4468	6.3685	129.71K	-0.16%
01-03-22	6.417	6.3321	6.421	6.3066	102.47K	1.34%
12/31/2021	6.3323	6.3081	6.344	6.2972	25.74K	0.39%
12/30/2021	6.3075	6.4737	6.4797	6.2689	117.72K	-2.54%
12/29/2021	6.472	6.3664	6.4805	6.3453	96.37K	1.68%
12/28/2021	6.365	6.3719	6.4138	6.3559	102.16K	-0.09%
12/27/2021	6.3708	6.4233	6.4538	6.3683	95.79K	-0.80%
12/24/2021	6.4224	6.4302	6.4384	6.4148	47.10K	-0.09%
12/23/2021	6.4285	6.404	6.4757	6.3626	123.59K	0.40%
12/22/2021	6.4026	6.4804	6.4972	6.3998	120.82K	-1.23%
12/21/2021	6.4822	6.4758	6.4948	6.4504	133.59K	0.13%
12/20/2021	6.4741	6.4036	6.4809	6.3991	153.93K	1.14%
12/17/2021	6.4011	6.4456	6.477	6.3818	135.48K	-0.66%
12/16/2021	6.4438	6.4114	6.4852	6.3984	146.77K	0.52%
12/15/2021	6.4106	6.3974	6.4543	6.3773	188.52K	0.23%
12/14/2021	6.3957	6.4104	6.4344	6.3527	222.13K	-0.21%
12/13/2021	6.4092	6.3521	6.4145	6.3165	135.51K	0.96%
12-10-21	6.3485	6.2936	6.3642	6.2636	156.76K	0.89%
12-09-21	6.2927	6.2757	6.3228	6.2409	147.05K	0.28%
12-08-21	6.2752	6.3245	6.365	6.2619	215.49K	-0.76%
12-07-21	6.3234	6.4219	6.4298	6.3187	229.08K	-1.51%
12-06-21	6.4201	6.3966	6.4373	6.3628	167.81K	0.38%
12-03-21	6.3955	6.3813	6.4333	6.331	183.83K	0.25%
12-02-21	6.3796	6.4476	6.4616	6.3477	184.06K	-1.04%
12-01-21	6.4467	6.3775	6.4485	6.3142	200.90K	1.12%
11/30/2021	6.3753	6.3263	6.3958	6.3215	220.31K	0.81%
11/29/2021	6.3238	6.3405	6.3574	6.2867	148.52K	-0.38%
11/26/2021	6.348	6.2396	6.3803	6.2377	204.65K	1.77%
11/25/2021	6.2377	6.2794	6.2962	6.2189	123.41K	-0.62%
11/24/2021	6.2766	6.267	6.3024	6.2302	161.78K	0.18%
11/23/2021	6.2654	6.2781	6.3801	6.2622	176.02K	-0.17%
11/22/2021	6.2759	6.339	6.3394	6.2627	196.18K	-0.96%
11/19/2021	6.3365	6.3201	6.3389	6.246	136.07K	0.29%
11/18/2021	6.3184	6.259	6.3408	6.2559	170.01K	0.96%
11/17/2021	6.2585	6.2303	6.2669	6.1848	171.77K	0.48%
11/16/2021	6.2286	6.2043	6.2536	6.1693	160.32K	0.40%
11/15/2021	6.2035	6.2494	6.2561	6.1975	68.26K	-0.75%
11-12-21	6.2503	6.1844	6.2607	6.1737	134.55K	1.11%
11-11-21	6.1817	6.3053	6.3089	6.175	113.34K	-1.92%
11-10-21	6.3026	6.3537	6.3606	6.2841	159.28K	-0.78%
11-09-21	6.3523	6.4255	6.4358	6.3235	138.61K	-1.11%
11-08-21	6.4238	6.4053	6.4812	6.4025	126.30K	0.20%
11-05-21	6.4108	6.4738	6.4801	6.3552	156.31K	-0.95%
11-04-21	6.472	6.4485	6.5027	6.4099	162.58K	0.40%
11-03-21	6.4465	6.5769	6.5934	6.438	202.84K	-1.96%
11-02-21	6.5752	6.5957	6.5991	6.5743	76.23K	-0.27%
11-01-21	6.5928	6.5166	6.6016	6.5037	164.83K	1.16%
10/29/2021	6.5172	6.5961	6.6009	6.4712	173.52K	-1.16%
10/28/2021	6.594	6.4265	6.6173	6.4124	167.92K	2.63%
10/27/2021	6.4253	6.456	6.4858	6.4243	151.54K	-0.44%
10/26/2021	6.4534	6.4496	6.498	6.4409	146.68K	0.07%
10/25/2021	6.4486	6.5792	6.5917	6.429	147.02K	-1.96%
10/22/2021	6.5775	6.577	6.6953	6.5453	166.01K	0.04%
10/21/2021	6.5748	6.5216	6.6172	6.5107	177.29K	0.83%
10/20/2021	6.5205	6.4976	6.5265	6.4325	175.17K	0.38%
10/19/2021	6.4958	6.4007	6.5315	6.399	158.07K	1.52%
10/18/2021	6.3985	6.3336	6.4351	6.3194	158.56K	1.02%
10/15/2021	6.3341	6.3939	6.4074	6.2996	153.47K	-0.91%
10/14/2021	6.392	6.392	6.4127	6.3446	133.12K	0.02%
10/13/2021	6.391	6.3784	6.4607	6.3686	185.15K	0.21%
10-12-21	6.3773	6.3981	6.4068	6.3762	49.30K	-0.28%
10-11-21	6.3954	6.3714	6.405	6.3538	142.10K	0.33%
10-08-21	6.3742	6.3752	6.4014	6.3373	160.87K	0.00%
10-07-21	6.3742	6.3496	6.393	6.3204	156.91K	0.45%
10-06-21	6.3456	6.3529	6.3945	6.3142	193.38K	-0.05%
10-05-21	6.3486	6.3397	6.3643	6.2937	163.89K	0.18%
10-04-21	6.337	6.2181	6.3436	6.2151	156.09K	1.91%
10-01-21	6.2182	6.3045	6.3165	6.209	128.74K	-1.35%
09/30/2021	6.3033	6.28	6.3364	6.2172	209.47K	0.39%
09/29/2021	6.2789	6.3429	6.3472	6.2608	177.46K	-0.99%
09/28/2021	6.342	6.3066	6.3682	6.2912	181.88K	0.60%
09/27/2021	6.3042	6.2587	6.3098	6.2081	147.93K	0.89%
09/24/2021	6.2487	6.2257	6.2716	6.2116	148.04K	0.40%
09/23/2021	6.2236	6.181	6.2399	6.1581	154.11K	0.70%
09/22/2021	6.1805	6.1799	6.2213	6.1559	184.14K	0.04%
09/21/2021	6.1779	6.2441	6.2573	6.1704	176.90K	-1.02%
09/20/2021	6.2415	6.2049	6.3045	6.1849	181.72K	0.66%
09/17/2021	6.2005	6.1852	6.286	6.181	150.76K	0.33%
09/16/2021	6.1802	6.172	6.2087	6.1435	172.85K	0.17%
09/15/2021	6.1697	6.1856	6.2301	6.1614	143.24K	-0.21%
09/14/2021	6.1826	6.1596	6.2137	6.1523	170.16K	0.41%
09/13/2021	6.1572	6.1979	6.2011	6.1297	159.09K	-0.64%
09-10-21	6.1969	6.1473	6.2269	6.1123	157.36K	0.82%
09-09-21	6.1462	6.2893	6.3095	6.1419	186.19K	-2.23%
09-08-21	6.2862	6.1225	6.3037	6.1073	158.97K	2.73%
09-07-21	6.1193	6.1378	6.1458	6.1205	72.59K	-0.25%
09-06-21	6.1349	6.168	6.1855	6.1146	96.47K	-0.53%
09-03-21	6.1677	6.1554	6.1778	6.0908	174.08K	0.25%
09-02-21	6.1525	6.1402	6.1688	6.102	133.81K	0.22%
09-01-21	6.139	6.0831	6.1543	6.0743	165.86K	0.98%
08/31/2021	6.0797	6.1171	6.1518	6.0378	151.23K	-0.57%
08/30/2021	6.1145	6.1332	6.1666	6.1139	131.25K	-0.34%
08/27/2021	6.1354	6.1736	6.1891	6.1182	182.35K	-0.58%
08/26/2021	6.1713	6.1364	6.1912	6.1283	169.07K	0.60%
08/25/2021	6.1342	6.1673	6.1909	6.1273	165.54K	-0.52%
08/24/2021	6.166	6.3211	6.3228	6.1645	134.51K	-2.41%
08/23/2021	6.318	6.2891	6.3374	6.2677	141.82K	0.46%
08/20/2021	6.2889	6.3226	6.3917	6.2782	166.11K	-0.50%
08/19/2021	6.3205	6.301	6.3832	6.2765	213.28K	0.34%
08/18/2021	6.2993	6.2017	6.3204	6.1656	183.96K	1.61%
08/17/2021	6.1997	6.1954	6.219	6.1333	172.55K	0.09%
08/16/2021	6.1941	6.1846	6.2351	6.1628	151.97K	0.13%
08/13/2021	6.1863	6.1614	6.2238	6.1522	148.54K	0.40%
08-12-21	6.1615	6.1267	6.1747	6.1129	166.97K	0.60%
08-11-21	6.125	6.0826	6.1428	6.0635	165.60K	0.72%
08-10-21	6.0811	6.1448	6.1676	6.0744	217.06K	-0.99%
08-09-21	6.1421	6.1534	6.2272	6.1237	183.19K	-0.14%
08-06-21	6.1506	6.2119	6.2158	6.128	175.31K	-0.96%
08-05-21	6.2104	6.1197	6.222	6.0526	194.69K	1.54%
08-04-21	6.1163	6.1672	6.2092	6.1168	163.03K	-0.76%
08-03-21	6.1633	6.143	6.2606	6.1407	170.49K	0.37%
08-02-21	6.1408	6.1849	6.203	6.0693	147.67K	-0.75%
07/30/2021	6.187	6.0414	6.2018	6.0318	150.47K	2.44%
07/29/2021	6.0395	6.0606	6.079	5.9895	173.05K	-0.34%
07/28/2021	6.0604	6.1091	6.1234	6.0441	205.80K	-0.76%
07/27/2021	6.1067	6.1102	6.1512	6.0926	156.74K	-0.01%
07/26/2021	6.1073	6.1265	6.1616	6.0841	118.45K	-0.23%
07/23/2021	6.1213	6.1214	6.1602	6.068	169.98K	0.01%
07/22/2021	6.1208	6.1187	6.1679	6.0875	159.52K	0.06%
07/21/2021	6.117	6.1519	6.2241	6.1141	161.62K	-0.52%
07/20/2021	6.1492	6.198	6.2266	6.122	200.55K	-0.76%
07/19/2021	6.1962	6.0403	6.2045	6.0183	198.41K	2.62%
07/16/2021	6.0379	6.039	6.0517	5.9923	172.00K	0.03%
07/15/2021	6.0359	6.0033	6.0662	5.9697	178.64K	0.58%
07/14/2021	6.0011	6.0799	6.0978	5.9903	151.99K	-1.27%
07/13/2021	6.078	6.1373	6.162	6.0781	155.95K	-0.92%
07-12-21	6.1347	6.2442	6.2625	6.122	152.34K	-1.73%
07-09-21	6.2427	6.2295	6.2495	6.2193	51.08K	0.26%
07-08-21	6.2264	6.1701	6.3046	6.1655	167.74K	0.96%
07-07-21	6.1674	6.1473	6.2337	6.1142	157.72K	0.37%
07-06-21	6.1444	6.0464	6.1692	6.0111	180.31K	1.76%
07-05-21	6.0384	6.0009	6.0517	5.988	109.62K	0.63%
07-02-21	6.0008	5.9824	6.0089	5.9102	141.46K	0.34%
07-01-21	5.9804	5.8934	5.9893	5.8766	149.97K	1.53%
06/30/2021	5.8903	5.897	5.9562	5.889	143.44K	-0.08%
06/29/2021	5.895	5.8749	5.9093	5.8532	127.34K	0.39%
06/28/2021	5.8719	5.8899	5.9255	5.8626	127.08K	-0.26%
06/25/2021	5.8871	5.8642	5.9346	5.8531	139.93K	0.41%
06/24/2021	5.8628	5.9247	5.9401	5.8444	158.14K	-1.01%
06/23/2021	5.9228	5.9204	5.9553	5.8975	151.50K	0.08%
06/22/2021	5.9181	5.9742	6.004	5.9178	155.94K	-0.94%
06/21/2021	5.9744	6.0416	6.0592	5.9746	182.36K	-1.02%
06/18/2021	6.036	5.9641	6.0605	5.9142	275.44K	1.27%
06/17/2021	5.9604	6.0647	6.0703	5.9616	234.09K	-1.68%
06/16/2021	6.0624	6.1185	6.1271	6.0469	237.69K	-0.86%
06/15/2021	6.115	6.1343	6.192	6.1072	177.10K	-0.27%
06/14/2021	6.1313	6.1946	6.2045	6.1271	140.47K	-1.03%
06-11-21	6.1948	6.1533	6.2193	6.1293	189.46K	0.70%
06-10-21	6.1517	6.1673	6.1984	6.1245	206.27K	-0.21%
06-09-21	6.1646	6.1282	6.1934	6.1182	170.02K	0.64%
06-08-21	6.1251	6.1518	6.176	6.1146	160.14K	-0.40%
06-07-21	6.1495	6.1407	6.1727	6.1168	149.46K	0.11%
06-04-21	6.1427	6.1591	6.1975	6.1212	174.48K	-0.22%
06-03-21	6.156	6.1978	6.2011	6.154	59.70K	-0.66%
06-02-21	6.1966	6.292	6.3076	6.1884	181.83K	-1.48%
06-01-21	6.2898	6.3804	6.3885	6.2793	177.46K	-1.38%
05/31/2021	6.378	6.3705	6.4355	6.3408	144.71K	0.14%
05/28/2021	6.3691	6.3893	6.4007	6.3442	117.51K	-0.26%
05/27/2021	6.3857	6.4764	6.4892	6.3828	218.09K	-1.37%
05/26/2021	6.4747	6.5326	6.5389	6.4562	181.16K	-0.86%
05/25/2021	6.5307	6.4983	6.549	6.4851	205.02K	0.52%
05/24/2021	6.4972	6.5314	6.5618	6.4862	184.71K	-0.50%
05/21/2021	6.53	6.4617	6.5422	6.4283	215.93K	1.11%
05/20/2021	6.4584	6.465	6.4818	6.439	214.79K	-0.05%
05/19/2021	6.4616	6.4298	6.4837	6.4135	255.11K	0.52%
05/18/2021	6.4283	6.4085	6.4486	6.383	214.31K	0.33%
05/17/2021	6.4071	6.4016	6.463	6.3752	211.62K	0.09%
05/14/2021	6.4012	6.4145	6.4398	6.3665	195.18K	-0.17%
05/13/2021	6.4122	6.406	6.4349	6.3539	258.69K	0.11%
05-12-21	6.405	6.3432	6.4234	6.3	264.70K	1.02%
05-11-21	6.3402	6.3407	6.4278	6.3314	261.04K	0.00%
05-10-21	6.3401	6.365	6.3913	6.3222	233.26K	-0.46%
05-07-21	6.3695	6.3694	6.3879	6.3169	217.29K	0.03%
05-06-21	6.3675	6.432	6.4802	6.3372	247.25K	-0.94%
05-05-21	6.4277	6.5371	6.5487	6.4233	244.02K	-1.71%
05-04-21	6.5393	6.562	6.5929	6.504	241.54K	-0.37%
05-03-21	6.5636	6.5411	6.5726	6.4813	187.62K	0.46%
04/30/2021	6.5337	6.4673	6.5496	6.4465	232.83K	1.02%
04/29/2021	6.468	6.4792	6.5224	6.4608	234.31K	-0.14%
04/28/2021	6.4773	6.5929	6.5942	6.4782	238.02K	-1.71%
04/27/2021	6.5903	6.568	6.6097	6.5336	256.39K	0.37%
04/26/2021	6.5657	6.6213	6.6345	6.5646	221.46K	-0.88%
04/23/2021	6.6243	6.5423	6.6624	6.5399	230.19K	1.26%
04/22/2021	6.5419	6.7029	6.7165	6.5325	284.16K	-2.38%
04/21/2021	6.7017	6.7042	6.7078	6.682	116.32K	0.01%
04/20/2021	6.7008	6.6772	6.7351	6.6307	250.59K	0.40%
04/19/2021	6.674	6.6958	6.7607	6.6505	225.30K	-0.34%
04/16/2021	6.6965	6.7212	6.8054	6.6678	235.60K	-0.35%
04/15/2021	6.7198	6.7739	6.7821	6.6976	254.35K	-0.75%
04/14/2021	6.7707	6.8313	6.863	6.7629	245.98K	-0.86%
04/13/2021	6.8296	6.8298	6.8541	6.7634	234.28K	0.03%
04-12-21	6.8277	6.7575	6.8362	6.7077	204.25K	0.97%
04-09-21	6.7623	6.6397	6.7677	6.6156	179.37K	1.88%
04-08-21	6.6374	6.6628	6.6875	6.6017	205.74K	-0.40%
04-07-21	6.6642	6.6398	6.709	6.6057	227.16K	0.39%
04-06-21	6.6386	6.6913	6.6975	6.6099	187.63K	-0.75%
04-05-21	6.6888	6.7132	6.7197	6.6396	142.02K	-0.36%
04-02-21	6.7132	6.7233	6.7293	6.707	46.84K	-0.10%
04-01-21	6.7201	6.608	6.7448	6.5855	191.28K	1.75%
03/31/2021	6.6046	6.7666	6.7839	6.5911	208.18K	-2.36%
03/30/2021	6.7642	6.8012	6.8085	6.7016	194.25K	-0.50%
03/29/2021	6.7983	6.7891	6.839	6.7537	219.66K	0.15%
03/26/2021	6.7882	6.6438	6.7931	6.6431	224.29K	2.17%
03/25/2021	6.6437	6.6403	6.7056	6.6179	292.43K	0.06%
03/24/2021	6.6394	6.5451	6.6691	6.495	278.58K	1.49%
03/23/2021	6.5418	6.5721	6.5956	6.4761	227.34K	-0.43%
03/22/2021	6.5702	6.5318	6.615	6.5163	203.56K	0.51%
03/19/2021	6.5368	6.6266	6.6387	6.4847	252.44K	-1.33%
03/18/2021	6.6252	6.6899	6.6958	6.5395	238.24K	-0.93%
03/17/2021	6.6876	6.6973	6.7614	6.671	258.40K	-0.09%
03/16/2021	6.6933	6.6996	6.7318	6.617	225.61K	-0.07%
03/15/2021	6.6983	6.6358	6.7427	6.5979	228.74K	0.95%
03-12-21	6.6355	6.634	6.6678	6.5921	217.09K	0.02%
03-11-21	6.634	6.7653	6.7895	6.6203	238.54K	-1.92%
03-10-21	6.7639	6.9054	6.9142	6.7286	292.23K	-2.03%
03-09-21	6.9038	6.9611	7.0013	6.8548	314.55K	-0.78%
03-08-21	6.9584	6.7849	6.9616	6.7521	325.42K	2.61%
03-05-21	6.7817	6.7855	6.8147	6.7474	322.30K	-0.03%
03-04-21	6.7839	6.7793	6.8064	6.6812	315.30K	0.09%
03-03-21	6.778	6.8636	6.9717	6.7341	308.91K	-1.22%
03-02-21	6.8618	6.7983	6.9096	6.7655	249.77K	0.96%
03-01-21	6.7967	6.7628	6.799	6.688	263.94K	0.55%
02/26/2021	6.7597	6.7344	6.7754	6.6529	326.44K	0.38%
02/25/2021	6.7343	6.577	6.7513	6.5718	363.18K	2.43%
02/24/2021	6.5745	6.6109	6.6263	6.5545	266.78K	-0.54%
02/23/2021	6.6101	6.6449	6.6605	6.5786	351.61K	-0.50%
02/22/2021	6.6433	6.522	6.7206	6.5078	263.14K	1.86%
02/19/2021	6.5217	6.5621	6.6393	6.5079	258.84K	-0.59%
02/18/2021	6.5602	6.5135	6.5887	6.4973	255.64K	0.73%
02/17/2021	6.5126	6.5019	6.5372	6.457	200.03K	0.20%
02/16/2021	6.4998	6.5132	6.5357	6.4949	123.99K	-0.20%
02/15/2021	6.5125	6.5101	6.5223	6.5064	86.10K	0.08%
02-12-21	6.5071	6.5099	6.5503	6.4851	212.65K	-0.02%
02-11-21	6.5085	6.5271	6.5619	6.4742	249.07K	-0.26%
02-10-21	6.5257	6.5181	6.5879	6.491	274.93K	0.14%
02-09-21	6.5166	6.4653	6.5883	6.463	263.89K	0.80%
02-08-21	6.4646	6.4674	6.5194	6.3883	282.63K	-0.04%
02-05-21	6.467	6.4928	6.5415	6.4286	220.36K	-0.37%
02-04-21	6.4913	6.4429	6.5264	6.4151	240.52K	0.77%
02-03-21	6.4417	6.4655	6.4781	6.3945	267.98K	-0.34%
02-02-21	6.4636	6.5509	6.5672	6.4191	303.59K	-1.33%
02-01-21	6.5507	6.6321	6.6354	6.5447	271.63K	-1.19%
01/29/2021	6.6293	6.5957	6.68	6.5719	367.04K	0.52%
01/28/2021	6.595	6.5564	6.6241	6.538	382.28K	0.59%
01/27/2021	6.5561	6.5127	6.5628	6.4799	351.95K	0.69%
01/26/2021	6.5109	6.6358	6.6497	6.4625	244.69K	-1.87%
01/25/2021	6.6347	6.6522	6.6609	6.6234	109.58K	-0.25%
01/22/2021	6.6512	6.5091	6.6793	6.5022	225.46K	2.21%
01/21/2021	6.5074	6.4065	6.5564	6.3525	242.83K	1.60%
01/20/2021	6.4051	6.4985	6.5146	6.3948	215.81K	-1.41%
01/19/2021	6.4969	6.3967	6.5104	6.3565	227.55K	1.59%
01/18/2021	6.3951	6.3966	6.4223	6.3223	166.04K	0.04%
01/15/2021	6.3925	6.3168	6.4156	6.2976	231.16K	1.19%
01/14/2021	6.3171	6.4426	6.4506	6.3108	260.86K	-1.94%
01/13/2021	6.442	6.4988	6.5146	6.4082	283.07K	-0.83%
01-12-21	6.4962	6.6706	6.6857	6.4805	273.49K	-2.59%
01-11-21	6.6686	6.6192	6.7079	6.5852	277.55K	0.74%
01-08-21	6.6195	6.6401	6.6404	6.5333	291.48K	-0.28%
01-07-21	6.6382	6.5508	6.6515	6.5054	278.87K	1.36%
01-06-21	6.5494	6.4992	6.5901	6.4594	334.89K	0.78%
01-05-21	6.4989	6.4875	6.5712	6.4608	286.75K	0.18%
01-04-21	6.4875	6.3527	6.4912	6.2935	264.47K	1.76%
01-01-21	6.3755	6.3755	6.3755	6.3755		0.52%
12/31/2020	6.3428	6.3875	6.3938	6.3414	89.06K	-0.67%
12/30/2020	6.3857	6.3815	6.4376	6.3268	193.27K	0.08%
12/29/2020	6.3806	6.4104	6.4321	6.3271	204.10K	-0.43%
12/28/2020	6.4081	6.3654	6.488	6.3011	178.88K	0.66%
12/25/2020	6.3662	6.3576	6.3707	6.3462	14.42K	0.16%
12/24/2020	6.3563	6.3583	6.3731	6.3523	134.45K	0.00%
12/23/2020	6.3562	6.2762	6.3626	6.2533	315.97K	1.30%
12/22/2020	6.2747	6.2722	6.3204	6.2511	314.77K	0.07%
